dateTime,ActivityStartTime/TimeZoneCode,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,USGSPCode,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode
2007-05-29 10:08,PDT,"Chlorophyll a, corrected for pheophytin",,8.68,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2007-10-22 10:17,PDT,"Chlorophyll a, corrected for pheophytin",,1.14,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2007-08-13 10:08,PDT,"Chlorophyll a, corrected for pheophytin",,4.83,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2007-08-27 10:20,PDT,"Chlorophyll a, corrected for pheophytin",,3.4,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2007-05-07 11:03,PDT,"Chlorophyll a, corrected for pheophytin",,3.26,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-07-21 10:33,PDT,"Chlorophyll a, corrected for pheophytin",,21.8,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-09-15 11:33,PDT,"Chlorophyll a, corrected for pheophytin",,7.85,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-09-08 11:13,PDT,"Chlorophyll a, corrected for pheophytin",,2.48,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-10-13 10:49,PDT,"Chlorophyll a, corrected for pheophytin",,1.25,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-07-14 10:47,PDT,"Chlorophyll a, corrected for pheophytin",,24.7,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-10-06 11:21,PDT,"Chlorophyll a, corrected for pheophytin",,1.87,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-06-02 10:27,PDT,"Chlorophyll a, corrected for pheophytin",,2.6,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-06-23 11:24,PDT,"Chlorophyll a, corrected for pheophytin",,19.4,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-06-30 12:18,PDT,"Chlorophyll a, corrected for pheophytin",,14.9,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-07-28 10:08,PDT,"Chlorophyll a, corrected for pheophytin",,22.5,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-08-04 11:16,PDT,"Chlorophyll a, corrected for pheophytin",,16.8,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-08-11 10:57,PDT,"Chlorophyll a, corrected for pheophytin",,14.2,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-09-02 11:26,PDT,"Chlorophyll a, corrected for pheophytin",,3.79,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-05-27 10:38,PDT,"Chlorophyll a, corrected for pheophytin",,2.11,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-05-05 10:40,PDT,"Chlorophyll a, corrected for pheophytin",,4.44,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-07-07 11:45,PDT,"Chlorophyll a, corrected for pheophytin",,12.5,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-09-29 10:51,PDT,"Chlorophyll a, corrected for pheophytin",,3.48,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-06-16 11:24,PDT,"Chlorophyll a, corrected for pheophytin",,8.46,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-10-20 10:37,PDT,"Chlorophyll a, corrected for pheophytin",,1.7,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-10-27 11:46,PDT,"Chlorophyll a, corrected for pheophytin",,1.4,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-09-22 11:05,PDT,"Chlorophyll a, corrected for pheophytin",,4.38,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-08-18 11:43,PDT,"Chlorophyll a, corrected for pheophytin",,6.21,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-06-09 11:17,PDT,"Chlorophyll a, corrected for pheophytin",,3.46,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-08-25 09:53,PDT,"Chlorophyll a, corrected for pheophytin",,3.45,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-05-12 10:28,PDT,"Chlorophyll a, corrected for pheophytin",,5.16,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2008-05-19 10:44,PDT,"Chlorophyll a, corrected for pheophytin",,5.2,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-07-06 10:59,PDT,"Chlorophyll a, corrected for pheophytin",,26,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-08-10 10:44,PDT,"Chlorophyll a, corrected for pheophytin",,3.94,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-06-22 11:22,PDT,"Chlorophyll a, corrected for pheophytin",,22.9,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-08-03 00:00,,"Chlorophyll a, corrected for pheophytin",,9.11,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-06-01 10:46,PDT,"Chlorophyll a, corrected for pheophytin",,18.5,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-09-21 11:20,PDT,"Chlorophyll a, corrected for pheophytin",,3.98,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-05-18 11:13,PDT,"Chlorophyll a, corrected for pheophytin",,4.25,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-05-26 11:03,PDT,"Chlorophyll a, corrected for pheophytin",,11,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-09-28 11:50,PDT,"Chlorophyll a, corrected for pheophytin",,5.38,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-06-08 11:42,PDT,"Chlorophyll a, corrected for pheophytin",,12.3,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-07-20 10:43,PDT,"Chlorophyll a, corrected for pheophytin",,20.1,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-10-12 11:09,PDT,"Chlorophyll a, corrected for pheophytin",,5.15,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-10-05 09:58,PDT,"Chlorophyll a, corrected for pheophytin",,5.54,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-05-04 13:00,PDT,"Chlorophyll a, corrected for pheophytin",,7.6,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-07-13 11:32,PDT,"Chlorophyll a, corrected for pheophytin",,13.4,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-08-17 12:16,PDT,"Chlorophyll a, corrected for pheophytin",,5.88,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-05-11 10:48,PDT,"Chlorophyll a, corrected for pheophytin",,3.1,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-07-27 11:08,PDT,"Chlorophyll a, corrected for pheophytin",,18.9,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-06-15 11:15,PDT,"Chlorophyll a, corrected for pheophytin",,20.7,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-08-31 11:17,PDT,"Chlorophyll a, corrected for pheophytin",,9.44,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-06-29 11:18,PDT,"Chlorophyll a, corrected for pheophytin",,37.6,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-08-24 11:28,PDT,"Chlorophyll a, corrected for pheophytin",,8.15,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-09-14 11:13,PDT,"Chlorophyll a, corrected for pheophytin",,5.86,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-09-08 11:33,PDT,"Chlorophyll a, corrected for pheophytin",,3.93,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-10-27 10:38,PDT,"Chlorophyll a, corrected for pheophytin",,2.15,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-04-20 09:49,PDT,"Chlorophyll a, corrected for pheophytin",,4.07,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2009-10-19 10:52,PDT,"Chlorophyll a, corrected for pheophytin",,4.77,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-09-20 11:18,PDT,"Chlorophyll a, corrected for pheophytin",,3.37,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-09-07 10:38,PDT,"Chlorophyll a, corrected for pheophytin",,5.34,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-04-19 10:45,PDT,"Chlorophyll a, corrected for pheophytin",,16.1,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-06-14 10:35,PDT,"Chlorophyll a, corrected for pheophytin",,7.71,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-08-16 10:30,PDT,"Chlorophyll a, corrected for pheophytin",,14,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-10-18 11:01,PDT,"Chlorophyll a, corrected for pheophytin",,,,32209,Lower Reporting Limit,0.2,ug/l
2010-08-10 10:12,PDT,"Chlorophyll a, corrected for pheophytin",,12.2,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-05-24 11:02,PDT,"Chlorophyll a, corrected for pheophytin",,2.88,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-08-23 11:03,PDT,"Chlorophyll a, corrected for pheophytin",,5.29,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-07-26 10:49,PDT,"Chlorophyll a, corrected for pheophytin",,10.3,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-07-19 10:50,PDT,"Chlorophyll a, corrected for pheophytin",,15.3,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-03-15 10:46,PDT,"Chlorophyll a, corrected for pheophytin",,1.41,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-06-22 10:35,PDT,"Chlorophyll a, corrected for pheophytin",,6.96,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-06-07 11:38,PDT,"Chlorophyll a, corrected for pheophytin",,3.58,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-06-01 11:07,PDT,"Chlorophyll a, corrected for pheophytin",,3.48,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-05-17 10:53,PDT,"Chlorophyll a, corrected for pheophytin",,6.49,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-10-11 10:50,PDT,"Chlorophyll a, corrected for pheophytin",,2.39,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-08-02 10:42,PDT,"Chlorophyll a, corrected for pheophytin",,13.6,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-07-12 11:43,PDT,"Chlorophyll a, corrected for pheophytin",,11.8,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-09-13 11:30,PDT,"Chlorophyll a, corrected for pheophytin",,3.81,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-09-27 11:20,PDT,"Chlorophyll a, corrected for pheophytin",,1.63,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-05-10 11:01,PDT,"Chlorophyll a, corrected for pheophytin",,4.32,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-10-25 10:48,PDT,"Chlorophyll a, corrected for pheophytin",,2.75,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-10-04 10:51,PDT,"Chlorophyll a, corrected for pheophytin",,4.07,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-07-06 11:03,PDT,"Chlorophyll a, corrected for pheophytin",,11.7,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-08-30 10:54,PDT,"Chlorophyll a, corrected for pheophytin",,6.1,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-05-03 11:18,PDT,"Chlorophyll a, corrected for pheophytin",,2.14,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2010-06-28 11:11,PDT,"Chlorophyll a, corrected for pheophytin",,24.4,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-09-12 10:06,PDT,"Chlorophyll a, corrected for pheophytin",,4.91,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-06-06 10:12,PDT,"Chlorophyll a, corrected for pheophytin",,3.98,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-07-25 10:54,PDT,"Chlorophyll a, corrected for pheophytin",,2.62,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-07-18 10:20,PDT,"Chlorophyll a, corrected for pheophytin",,4.58,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-08-08 09:59,PDT,"Chlorophyll a, corrected for pheophytin",,8.85,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-07-05 09:53,PDT,"Chlorophyll a, corrected for pheophytin",,10.7,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-08-29 09:56,PDT,"Chlorophyll a, corrected for pheophytin",,7.47,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-09-06 10:08,PDT,"Chlorophyll a, corrected for pheophytin",,6.85,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-05-02 10:15,PDT,"Chlorophyll a, corrected for pheophytin",,2.7,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-04-19 10:01,PDT,"Chlorophyll a, corrected for pheophytin",,6.41,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-08-22 10:18,PDT,"Chlorophyll a, corrected for pheophytin",,8.5,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-08-15 10:42,PDT,"Chlorophyll a, corrected for pheophytin",,8.3,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-07-11 10:48,PDT,"Chlorophyll a, corrected for pheophytin",,10.5,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2011-08-01 10:29,PDT,"Chlorophyll a, corrected for pheophytin",,5.7,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-05-08 10:17,PDT,"Chlorophyll a, corrected for pheophytin",,2.5,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-03-19 10:26,PDT,"Chlorophyll a, corrected for pheophytin",,2.49,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-06-14 09:48,PDT,"Chlorophyll a, corrected for pheophytin",,3.67,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-04-24 10:22,PDT,"Chlorophyll a, corrected for pheophytin",,3.12,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-08-07 10:11,PDT,"Chlorophyll a, corrected for pheophytin",,20.1,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-07-30 10:09,PDT,"Chlorophyll a, corrected for pheophytin",,6.18,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-05-22 09:57,PDT,"Chlorophyll a, corrected for pheophytin",,3.06,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-06-04 12:17,PDT,"Chlorophyll a, corrected for pheophytin",,7.34,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-09-05 10:39,PDT,"Chlorophyll a, corrected for pheophytin",,3.1,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-07-18 09:40,PDT,"Chlorophyll a, corrected for pheophytin",,8.02,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-06-20 10:32,PDT,"Chlorophyll a, corrected for pheophytin",,7.99,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-07-02 11:11,PDT,"Chlorophyll a, corrected for pheophytin",,3.69,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-06-26 09:12,PDT,"Chlorophyll a, corrected for pheophytin",,5.53,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-08-22 10:30,PDT,"Chlorophyll a, corrected for pheophytin",,4.88,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-07-25 10:06,PDT,"Chlorophyll a, corrected for pheophytin",,4.93,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2012-07-10 10:15,PDT,"Chlorophyll a, corrected for pheophytin",,7.38,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-05-30 11:07,PDT,"Chlorophyll a, corrected for pheophytin",,3.55,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-07-16 10:48,PDT,"Chlorophyll a, corrected for pheophytin",,23.9,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-05-07 10:18,PDT,"Chlorophyll a, corrected for pheophytin",,11.7,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-05-01 11:08,PDT,"Chlorophyll a, corrected for pheophytin",,7.83,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-09-16 10:34,PDT,"Chlorophyll a, corrected for pheophytin",,2.07,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-07-01 10:07,PDT,"Chlorophyll a, corrected for pheophytin",,2.82,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-07-30 10:47,PDT,"Chlorophyll a, corrected for pheophytin",,7.05,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-05-21 10:56,PDT,"Chlorophyll a, corrected for pheophytin",,4.66,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-09-26 13:32,PDT,"Chlorophyll a, corrected for pheophytin",,3.26,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-06-26 10:23,PDT,"Chlorophyll a, corrected for pheophytin",,6.36,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-08-13 10:33,PDT,"Chlorophyll a, corrected for pheophytin",,7.6,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-03-14 10:41,PDT,"Chlorophyll a, corrected for pheophytin",,3.93,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-06-03 10:44,PDT,"Chlorophyll a, corrected for pheophytin",,3.87,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-04-22 11:09,PDT,"Chlorophyll a, corrected for pheophytin",,5.48,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-07-09 09:49,PDT,"Chlorophyll a, corrected for pheophytin",,15.7,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-05-15 10:32,PDT,"Chlorophyll a, corrected for pheophytin",,6.21,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-08-29 10:30,PDT,"Chlorophyll a, corrected for pheophytin",,5.66,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-08-05 10:35,PDT,"Chlorophyll a, corrected for pheophytin",,9.77,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-09-04 10:46,PDT,"Chlorophyll a, corrected for pheophytin",,4.2,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-09-12 11:02,PDT,"Chlorophyll a, corrected for pheophytin",,1.33,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-06-11 10:28,PDT,"Chlorophyll a, corrected for pheophytin",,17.3,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-06-18 09:54,PDT,"Chlorophyll a, corrected for pheophytin",,3.72,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-08-19 09:53,PDT,"Chlorophyll a, corrected for pheophytin",,6.37,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2013-07-24 10:20,PDT,"Chlorophyll a, corrected for pheophytin",,19.1,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2014-05-13 11:56,PDT,"Chlorophyll a, corrected for pheophytin",,1.58,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2014-08-19 11:16,PDT,"Chlorophyll a, corrected for pheophytin",,10.4,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2014-04-22 11:16,PDT,"Chlorophyll a, corrected for pheophytin",,3.05,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2014-09-23 11:14,PDT,"Chlorophyll a, corrected for pheophytin",,2.43,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2014-06-18 11:25,PDT,"Chlorophyll a, corrected for pheophytin",,3.96,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2014-08-05 10:33,PDT,"Chlorophyll a, corrected for pheophytin",,8.75,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2014-09-09 14:40,PDT,"Chlorophyll a, corrected for pheophytin",,6.74,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2014-07-01 10:27,PDT,"Chlorophyll a, corrected for pheophytin",,2.83,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2014-07-22 11:16,PDT,"Chlorophyll a, corrected for pheophytin",,13.6,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2014-06-10 11:27,PDT,"Chlorophyll a, corrected for pheophytin",,13.2,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2014-05-28 09:24,PDT,"Chlorophyll a, corrected for pheophytin",,4.47,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-06-29 10:35,PDT,"Chlorophyll a, corrected for pheophytin",,9.91,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-08-17 10:52,PDT,"Chlorophyll a, corrected for pheophytin",,3.9,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-07-20 11:41,PDT,"Chlorophyll a, corrected for pheophytin",,2.86,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-05-18 10:46,PDT,"Chlorophyll a, corrected for pheophytin",,3.99,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-06-22 11:21,PDT,"Chlorophyll a, corrected for pheophytin",,22.9,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-04-21 10:45,PDT,"Chlorophyll a, corrected for pheophytin",,8.4,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-03-17 10:41,PDT,"Chlorophyll a, corrected for pheophytin",,1.63,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-07-27 12:50,PDT,"Chlorophyll a, corrected for pheophytin",,3.13,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-05-04 11:20,PDT,"Chlorophyll a, corrected for pheophytin",,8.39,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-06-03 16:08,PDT,"Chlorophyll a, corrected for pheophytin",,9.78,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-06-16 11:13,PDT,"Chlorophyll a, corrected for pheophytin",,46.1,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-06-08 12:25,PDT,"Chlorophyll a, corrected for pheophytin",,8.72,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-07-06 11:12,PDT,"Chlorophyll a, corrected for pheophytin",,6.96,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-08-04 11:51,PDT,"Chlorophyll a, corrected for pheophytin",,5.04,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-07-15 12:22,PDT,"Chlorophyll a, corrected for pheophytin",,2.41,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-09-14 11:35,PDT,"Chlorophyll a, corrected for pheophytin",,2.55,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2015-09-21 11:09,PDT,"Chlorophyll a, corrected for pheophytin",,1.88,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-06-06 11:33,PDT,"Chlorophyll a, corrected for pheophytin",,22.3,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-06-14 12:31,PDT,"Chlorophyll a, corrected for pheophytin",,17.1,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-05-17 12:12,PDT,"Chlorophyll a, corrected for pheophytin",,5.02,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-07-26 10:22,PDT,"Chlorophyll a, corrected for pheophytin",,12,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-08-16 11:08,PDT,"Chlorophyll a, corrected for pheophytin",,9.99,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-09-27 11:51,PDT,"Chlorophyll a, corrected for pheophytin",,2.88,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-05-03 11:43,PDT,"Chlorophyll a, corrected for pheophytin",,4.99,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-03-21 11:01,PDT,"Chlorophyll a, corrected for pheophytin",,1.38,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-08-30 10:55,PDT,"Chlorophyll a, corrected for pheophytin",,7.12,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-07-12 12:21,PDT,"Chlorophyll a, corrected for pheophytin",,16.1,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-06-01 12:29,PDT,"Chlorophyll a, corrected for pheophytin",,14.6,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-04-18 11:19,PDT,"Chlorophyll a, corrected for pheophytin",,5.37,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-09-13 11:20,PDT,"Chlorophyll a, corrected for pheophytin",,3.13,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-06-22 10:08,PDT,"Chlorophyll a, corrected for pheophytin",,23.4,ug/l,32209,Lower Reporting Limit,0.2,ug/l
2016-06-28 10:44,PDT,"Chlorophyll a, corrected for pheophytin",,40.6,ug/l,32209,Lower Reporting Limit,0.2,ug/l
